cycle_count,avg_depth_of_discharge,avg_operating_temp_c,soh_percent
388,0.795,34.6,92.59
582,0.795,34.6,88.96
776,0.795,34.6,84.37
970,0.795,34.6,81.21
1164,0.795,34.6,77.14
1358,0.795,34.6,73.62
1552,0.795,34.6,69.46
1746,0.795,34.6,65.09
1940,0.795,34.6,61.45
2135,0.795,34.6,57.39
0,0.512,25.5,99.22
121,0.512,25.5,98.26
243,0.512,25.5,96.92
365,0.512,25.5,95.7
487,0.512,25.5,93.81
609,0.512,25.5,92.41
730,0.512,25.5,90.61
852,0.512,25.5,89.52
974,0.512,25.5,88.02
1096,0.512,25.5,86.41
1218,0.512,25.5,84.67
1340,0.512,25.5,82.5
0,0.538,26.1,100.0
57,0.538,26.1,99.86
114,0.538,26.1,98.96
171,0.538,26.1,97.63
229,0.538,26.1,97.48
286,0.538,26.1,96.74
343,0.538,26.1,95.51
400,0.538,26.1,95.35
458,0.538,26.1,94.24
515,0.538,26.1,93.05
572,0.538,26.1,92.95
630,0.538,26.1,92.1
0,0.609,28.7,99.75
38,0.609,28.7,99.74
76,0.609,28.7,99.01
114,0.609,28.7,98.56
152,0.609,28.7,98.1
190,0.609,28.7,97.04
228,0.609,28.7,96.59
266,0.609,28.7,95.59
304,0.609,28.7,96.01
342,0.609,28.7,94.84
380,0.609,28.7,94.75
418,0.609,28.7,94.28
0,0.758,20.6,100.0
58,0.758,20.6,99.91
117,0.758,20.6,98.9
175,0.758,20.6,97.91
234,0.758,20.6,96.65
293,0.758,20.6,96.46
351,0.758,20.6,95.36
410,0.758,20.6,94.8
469,0.758,20.6,93.56
527,0.758,20.6,92.91
586,0.758,20.6,92.2
645,0.758,20.6,91.4
0,0.739,24.9,99.53
151,0.739,24.9,98.52
302,0.739,24.9,96.62
453,0.739,24.9,93.65
605,0.739,24.9,90.72
756,0.739,24.9,88.59
907,0.739,24.9,86.69
1058,0.739,24.9,84.61
1210,0.739,24.9,81.31
1361,0.739,24.9,79.3
1512,0.739,24.9,76.99
1664,0.739,24.9,74.79
0,0.588,18.1,100.0
155,0.588,18.1,98.37
311,0.588,18.1,96.82
466,0.588,18.1,94.76
622,0.588,18.1,92.83
778,0.588,18.1,91.66
933,0.588,18.1,89.61
1089,0.588,18.1,87.79
1245,0.588,18.1,86.28
1400,0.588,18.1,83.51
1556,0.588,18.1,81.8
1712,0.588,18.1,80.15
0,0.548,34.5,99.93
13,0.548,34.5,99.49
26,0.548,34.5,99.68
39,0.548,34.5,99.54
52,0.548,34.5,99.62
65,0.548,34.5,99.25
79,0.548,34.5,99.07
92,0.548,34.5,98.83
105,0.548,34.5,98.46
118,0.548,34.5,98.08
131,0.548,34.5,98.24
145,0.548,34.5,97.81
0,0.954,38.4,100.0
192,0.954,38.4,95.81
385,0.954,38.4,90.92
577,0.954,38.4,86.71
770,0.954,38.4,82.15
963,0.954,38.4,77.46
1155,0.954,38.4,72.78
1348,0.954,38.4,68.12
1541,0.954,38.4,62.7
1733,0.954,38.4,57.84
1926,0.954,38.4,53.67
2119,0.954,38.4,48.49
0,0.58,28.2,99.96
134,0.58,28.2,98.3
268,0.58,28.2,96.63
402,0.58,28.2,95.47
536,0.58,28.2,92.74
670,0.58,28.2,90.98
805,0.58,28.2,88.19
939,0.58,28.2,86.64
1073,0.58,28.2,85.25
1207,0.58,28.2,82.97
1341,0.58,28.2,79.29
1476,0.58,28.2,79.03
0,0.98,15.0,99.03
129,0.98,15.0,98.67
258,0.98,15.0,96.56
388,0.98,15.0,93.91
517,0.98,15.0,93.03
646,0.98,15.0,91.4
776,0.98,15.0,89.21
905,0.98,15.0,87.38
1034,0.98,15.0,85.1
1164,0.98,15.0,82.64
1293,0.98,15.0,81.59
1423,0.98,15.0,79.98
0,0.853,15.1,99.47
71,0.853,15.1,98.89
142,0.853,15.1,97.76
214,0.853,15.1,97.42
285,0.853,15.1,96.64
357,0.853,15.1,95.07
428,0.853,15.1,94.91
500,0.853,15.1,93.89
571,0.853,15.1,92.55
643,0.853,15.1,91.71
714,0.853,15.1,90.14
786,0.853,15.1,89.73
0,0.651,30.2,100.0
121,0.651,30.2,98.2
243,0.651,30.2,96.56
365,0.651,30.2,94.92
487,0.651,30.2,92.62
609,0.651,30.2,90.81
731,0.651,30.2,88.67
853,0.651,30.2,86.53
975,0.651,30.2,84.94
1097,0.651,30.2,82.56
1219,0.651,30.2,80.87
1341,0.651,30.2,78.72
0,0.595,26.7,99.82
181,0.595,26.7,97.13
363,0.595,26.7,95.37
544,0.595,26.7,92.8
726,0.595,26.7,90.43
907,0.595,26.7,87.35
1089,0.595,26.7,85.56
1270,0.595,26.7,82.12
1452,0.595,26.7,79.27
1633,0.595,26.7,76.55
1815,0.595,26.7,73.58
1997,0.595,26.7,71.99
0,0.897,33.2,100.0
95,0.897,33.2,98.17
191,0.897,33.2,96.36
286,0.897,33.2,95.08
382,0.897,33.2,92.89
478,0.897,33.2,91.48
573,0.897,33.2,88.85
669,0.897,33.2,86.64
765,0.897,33.2,84.56
860,0.897,33.2,82.14
956,0.897,33.2,80.66
1052,0.897,33.2,79.13
0,0.758,29.1,99.65
137,0.758,29.1,98.01
275,0.758,29.1,96.06
413,0.758,29.1,93.57
551,0.758,29.1,91.15
689,0.758,29.1,88.46
827,0.758,29.1,86.66
965,0.758,29.1,82.86
1103,0.758,29.1,81.68
1241,0.758,29.1,80.01
1379,0.758,29.1,76.14
1517,0.758,29.1,74.12
0,0.649,25.8,100.0
125,0.649,25.8,98.46
250,0.649,25.8,96.98
375,0.649,25.8,94.95
501,0.649,25.8,94.26
626,0.649,25.8,91.4
751,0.649,25.8,89.59
876,0.649,25.8,87.09
1002,0.649,25.8,85.63
1127,0.649,25.8,84.36
1252,0.649,25.8,81.61
1378,0.649,25.8,79.43
0,0.656,38.6,100.0
164,0.656,38.6,97.05
328,0.656,38.6,93.48
493,0.656,38.6,91.15
657,0.656,38.6,88.05
822,0.656,38.6,83.96
986,0.656,38.6,81.74
1151,0.656,38.6,78.32
1315,0.656,38.6,75.15
1480,0.656,38.6,71.62
1644,0.656,38.6,68.31
1809,0.656,38.6,64.9
0,0.806,16.3,99.74
72,0.806,16.3,99.14
145,0.806,16.3,98.43
217,0.806,16.3,97.51
290,0.806,16.3,96.85
363,0.806,16.3,95.92
435,0.806,16.3,94.28
508,0.806,16.3,93.71
581,0.806,16.3,92.37
653,0.806,16.3,91.64
726,0.806,16.3,90.84
799,0.806,16.3,88.56
0,0.98,33.0,99.79
99,0.98,33.0,98.8
198,0.98,33.0,96.0
298,0.98,33.0,94.09
397,0.98,33.0,91.79
496,0.98,33.0,90.42
596,0.98,33.0,87.64
695,0.98,33.0,85.57
794,0.98,33.0,83.77
894,0.98,33.0,81.34
993,0.98,33.0,78.92
1093,0.98,33.0,77.09
0,0.98,31.2,100.0
111,0.98,31.2,98.43
222,0.98,31.2,95.59
333,0.98,31.2,93.47
444,0.98,31.2,90.76
555,0.98,31.2,88.59
667,0.98,31.2,86.48
778,0.98,31.2,84.3
889,0.98,31.2,82.58
1000,0.98,31.2,79.77
1111,0.98,31.2,76.88
1223,0.98,31.2,74.53
0,0.897,36.9,100.0
55,0.897,36.9,98.8
111,0.897,36.9,98.22
167,0.897,36.9,96.31
223,0.897,36.9,95.61
279,0.897,36.9,95.06
334,0.897,36.9,93.15
390,0.897,36.9,91.58
446,0.897,36.9,90.76
502,0.897,36.9,89.21
558,0.897,36.9,87.64
614,0.897,36.9,87.12
0,0.851,26.8,99.66
76,0.851,26.8,98.82
152,0.851,26.8,97.46
228,0.851,26.8,96.06
304,0.851,26.8,95.81
380,0.851,26.8,94.03
456,0.851,26.8,92.77
532,0.851,26.8,91.57
608,0.851,26.8,90.22
684,0.851,26.8,88.48
760,0.851,26.8,87.39
837,0.851,26.8,85.85
0,0.729,31.4,99.87
163,0.729,31.4,96.99
327,0.729,31.4,94.76
490,0.729,31.4,91.83
654,0.729,31.4,88.38
817,0.729,31.4,86.33
981,0.729,31.4,83.56
1144,0.729,31.4,81.17
1308,0.729,31.4,77.17
1471,0.729,31.4,74.14
1635,0.729,31.4,70.93
1799,0.729,31.4,68.36
0,0.686,23.3,99.31
147,0.686,23.3,98.48
295,0.686,23.3,95.89
443,0.686,23.3,94.11
591,0.686,23.3,91.54
739,0.686,23.3,89.73
887,0.686,23.3,87.71
1035,0.686,23.3,85.66
1183,0.686,23.3,83.67
1331,0.686,23.3,81.83
1479,0.686,23.3,79.4
1627,0.686,23.3,77.28
0,0.91,33.0,99.99
107,0.91,33.0,98.41
215,0.91,33.0,96.34
323,0.91,33.0,94.04
431,0.91,33.0,91.12
539,0.91,33.0,89.12
647,0.91,33.0,87.08
755,0.91,33.0,85.19
863,0.91,33.0,82.64
971,0.91,33.0,80.75
1079,0.91,33.0,78.52
1187,0.91,33.0,76.16
0,0.867,21.7,99.84
16,0.867,21.7,99.97
32,0.867,21.7,99.37
48,0.867,21.7,98.79
64,0.867,21.7,99.05
80,0.867,21.7,99.38
96,0.867,21.7,98.85
112,0.867,21.7,99.17
128,0.867,21.7,98.29
144,0.867,21.7,98.86
160,0.867,21.7,97.83
177,0.867,21.7,97.52
0,0.42,36.8,99.82
25,0.42,36.8,99.47
50,0.42,36.8,99.82
76,0.42,36.8,99.43
101,0.42,36.8,99.08
126,0.42,36.8,98.21
152,0.42,36.8,97.96
177,0.42,36.8,97.61
202,0.42,36.8,97.55
228,0.42,36.8,97.45
253,0.42,36.8,96.68
279,0.42,36.8,96.87
0,0.811,27.4,100.0
85,0.811,27.4,99.45
171,0.811,27.4,97.81
256,0.811,27.4,96.02
342,0.811,27.4,94.52
427,0.811,27.4,93.38
513,0.811,27.4,92.32
598,0.811,27.4,90.44
684,0.811,27.4,88.98
769,0.811,27.4,87.37
855,0.811,27.4,85.75
941,0.811,27.4,84.31
0,0.674,41.0,99.92
74,0.674,41.0,98.7
149,0.674,41.0,96.95
224,0.674,41.0,96.03
299,0.674,41.0,94.77
374,0.674,41.0,93.34
448,0.674,41.0,91.34
523,0.674,41.0,89.92
598,0.674,41.0,88.12
673,0.674,41.0,86.79
748,0.674,41.0,85.15
823,0.674,41.0,83.48
0,0.675,32.2,99.92
57,0.675,32.2,99.77
115,0.675,32.2,99.23
172,0.675,32.2,96.95
230,0.675,32.2,96.0
287,0.675,32.2,95.17
345,0.675,32.2,94.51
402,0.675,32.2,93.91
460,0.675,32.2,92.83
517,0.675,32.2,91.72
575,0.675,32.2,90.86
633,0.675,32.2,89.44
0,0.606,28.9,99.45
32,0.606,28.9,99.2
64,0.606,28.9,98.79
97,0.606,28.9,99.01
129,0.606,28.9,98.38
161,0.606,28.9,98.07
194,0.606,28.9,96.74
226,0.606,28.9,96.41
258,0.606,28.9,96.71
291,0.606,28.9,95.03
323,0.606,28.9,95.97
356,0.606,28.9,94.42
0,0.802,22.8,100.0
11,0.802,22.8,99.07
23,0.802,22.8,99.96
35,0.802,22.8,98.92
47,0.802,22.8,99.55
59,0.802,22.8,99.16
71,0.802,22.8,99.12
83,0.802,22.8,98.59
95,0.802,22.8,99.01
107,0.802,22.8,98.06
119,0.802,22.8,98.84
131,0.802,22.8,98.09
0,0.398,40.2,99.98
24,0.398,40.2,100.0
49,0.398,40.2,99.78
74,0.398,40.2,98.72
99,0.398,40.2,98.61
124,0.398,40.2,98.32
148,0.398,40.2,98.46
173,0.398,40.2,97.71
198,0.398,40.2,97.25
223,0.398,40.2,96.75
248,0.398,40.2,96.42
273,0.398,40.2,96.52
0,0.651,26.2,99.81
100,0.651,26.2,98.23
201,0.651,26.2,97.08
302,0.651,26.2,96.45
403,0.651,26.2,94.41
504,0.651,26.2,93.27
605,0.651,26.2,90.68
706,0.651,26.2,90.26
807,0.651,26.2,88.51
908,0.651,26.2,86.89
1009,0.651,26.2,85.6
1110,0.651,26.2,83.84
0,0.268,35.5,100.0
74,0.268,35.5,99.11
148,0.268,35.5,98.05
222,0.268,35.5,97.02
296,0.268,35.5,96.75
370,0.268,35.5,96.36
444,0.268,35.5,94.97
518,0.268,35.5,93.52
592,0.268,35.5,93.18
666,0.268,35.5,92.18
740,0.268,35.5,91.59
814,0.268,35.5,90.58
0,0.25,32.8,99.5
59,0.25,32.8,99.37
118,0.25,32.8,98.97
177,0.25,32.8,97.64
236,0.25,32.8,97.83
295,0.25,32.8,97.21
354,0.25,32.8,96.31
413,0.25,32.8,95.34
472,0.25,32.8,94.64
531,0.25,32.8,94.69
590,0.25,32.8,93.13
650,0.25,32.8,93.36
0,0.62,28.3,99.4
144,0.62,28.3,98.04
289,0.62,28.3,96.24
433,0.62,28.3,93.46
578,0.62,28.3,91.95
723,0.62,28.3,89.63
867,0.62,28.3,87.18
1012,0.62,28.3,85.49
1157,0.62,28.3,82.18
1301,0.62,28.3,80.84
1446,0.62,28.3,79.02
1591,0.62,28.3,76.68
0,0.72,26.9,99.89
194,0.72,26.9,97.44
389,0.72,26.9,94.01
584,0.72,26.9,91.52
778,0.72,26.9,88.93
973,0.72,26.9,85.03
1168,0.72,26.9,81.42
1363,0.72,26.9,78.24
1557,0.72,26.9,75.79
1752,0.72,26.9,72.27
1947,0.72,26.9,69.35
2142,0.72,26.9,65.59
0,0.8,27.9,99.74
106,0.8,27.9,98.28
212,0.8,27.9,96.3
319,0.8,27.9,95.66
425,0.8,27.9,93.16
531,0.8,27.9,91.63
638,0.8,27.9,89.39
744,0.8,27.9,87.38
850,0.8,27.9,85.83
957,0.8,27.9,84.43
1063,0.8,27.9,82.0
1170,0.8,27.9,79.99
0,0.678,32.5,100.0
180,0.678,32.5,97.44
361,0.678,32.5,94.47
542,0.678,32.5,90.74
722,0.678,32.5,87.7
903,0.678,32.5,84.49
1084,0.678,32.5,81.2
1265,0.678,32.5,78.72
1445,0.678,32.5,75.32
1626,0.678,32.5,71.97
1807,0.678,32.5,67.75
1988,0.678,32.5,66.07
0,0.489,43.4,99.49
50,0.489,43.4,98.94
101,0.489,43.4,97.6
152,0.489,43.4,97.62
203,0.489,43.4,96.22
254,0.489,43.4,95.32
304,0.489,43.4,94.33
355,0.489,43.4,94.16
406,0.489,43.4,93.21
457,0.489,43.4,92.67
508,0.489,43.4,90.86
559,0.489,43.4,90.23
0,0.418,26.7,100.0
35,0.418,26.7,100.0
70,0.418,26.7,99.63
105,0.418,26.7,98.61
140,0.418,26.7,98.87
175,0.418,26.7,98.12
210,0.418,26.7,97.62
245,0.418,26.7,97.09
280,0.418,26.7,96.74
315,0.418,26.7,97.15
350,0.418,26.7,96.24
385,0.418,26.7,95.79
0,0.603,46.1,100.0
158,0.603,46.1,96.66
317,0.603,46.1,93.5
475,0.603,46.1,90.13
634,0.603,46.1,86.79
793,0.603,46.1,82.98
951,0.603,46.1,79.86
1110,0.603,46.1,76.63
1269,0.603,46.1,72.06
1427,0.603,46.1,68.53
1586,0.603,46.1,65.1
1745,0.603,46.1,61.46
0,0.98,36.0,99.91
123,0.98,36.0,97.38
247,0.98,36.0,94.26
371,0.98,36.0,92.26
495,0.98,36.0,89.32
619,0.98,36.0,86.73
743,0.98,36.0,83.3
867,0.98,36.0,80.4
991,0.98,36.0,77.57
1115,0.98,36.0,74.86
1239,0.98,36.0,71.05
1363,0.98,36.0,68.83
0,0.646,21.6,99.27
119,0.646,21.6,98.57
238,0.646,21.6,97.65
358,0.646,21.6,96.21
477,0.646,21.6,94.21
597,0.646,21.6,93.2
716,0.646,21.6,90.92
836,0.646,21.6,89.67
955,0.646,21.6,87.58
1075,0.646,21.6,85.93
1194,0.646,21.6,84.25
1314,0.646,21.6,82.13
0,0.882,24.5,99.59
68,0.882,24.5,98.95
137,0.882,24.5,98.58
206,0.882,24.5,97.6
275,0.882,24.5,95.18
344,0.882,24.5,94.51
413,0.882,24.5,93.14
482,0.882,24.5,92.7
551,0.882,24.5,91.3
620,0.882,24.5,89.82
689,0.882,24.5,88.9
758,0.882,24.5,87.54
0,0.941,32.8,100.0
145,0.941,32.8,96.35
290,0.941,32.8,94.36
435,0.941,32.8,92.13
580,0.941,32.8,88.83
725,0.941,32.8,84.65
870,0.941,32.8,82.09
1015,0.941,32.8,78.65
1160,0.941,32.8,76.52
1305,0.941,32.8,72.83
1450,0.941,32.8,69.29
1595,0.941,32.8,66.37
0,0.25,21.4,100.0
173,0.25,21.4,97.96
347,0.25,21.4,97.05
521,0.25,21.4,96.04
694,0.25,21.4,93.66
868,0.25,21.4,92.7
1042,0.25,21.4,91.09
1216,0.25,21.4,90.09
1389,0.25,21.4,87.84
1563,0.25,21.4,86.26
1737,0.25,21.4,85.02
1911,0.25,21.4,82.64
0,0.61,25.8,99.95
76,0.61,25.8,99.38
153,0.61,25.8,98.28
230,0.61,25.8,96.81
307,0.61,25.8,96.08
384,0.61,25.8,95.5
461,0.61,25.8,93.63
538,0.61,25.8,92.9
615,0.61,25.8,91.7
692,0.61,25.8,90.66
769,0.61,25.8,89.02
846,0.61,25.8,88.99
0,0.511,36.2,99.78
77,0.511,36.2,99.36
155,0.511,36.2,98.12
233,0.511,36.2,96.65
311,0.511,36.2,95.64
389,0.511,36.2,94.04
466,0.511,36.2,92.92
544,0.511,36.2,91.44
622,0.511,36.2,90.73
700,0.511,36.2,88.91
778,0.511,36.2,88.4
856,0.511,36.2,86.49
0,0.654,34.3,100.0
111,0.654,34.3,98.19
222,0.654,34.3,96.45
334,0.654,34.3,94.88
445,0.654,34.3,92.42
557,0.654,34.3,90.66
668,0.654,34.3,88.75
780,0.654,34.3,87.06
891,0.654,34.3,84.74
1003,0.654,34.3,83.39
1114,0.654,34.3,80.7
1226,0.654,34.3,78.63
0,0.619,19.8,99.81
108,0.619,19.8,99.23
217,0.619,19.8,97.56
325,0.619,19.8,96.12
434,0.619,19.8,95.4
543,0.619,19.8,94.18
651,0.619,19.8,92.74
760,0.619,19.8,90.64
869,0.619,19.8,89.4
977,0.619,19.8,88.84
1086,0.619,19.8,86.9
1195,0.619,19.8,85.33
0,0.779,36.1,99.8
163,0.779,36.1,97.14
326,0.779,36.1,94.24
489,0.779,36.1,90.28
652,0.779,36.1,87.41
815,0.779,36.1,83.69
978,0.779,36.1,80.38
1141,0.779,36.1,77.14
1304,0.779,36.1,74.09
1467,0.779,36.1,70.38
1630,0.779,36.1,66.81
1793,0.779,36.1,63.58
0,0.444,32.0,99.97
27,0.444,32.0,99.63
54,0.444,32.0,99.5
82,0.444,32.0,98.32
109,0.444,32.0,98.87
137,0.444,32.0,99.42
164,0.444,32.0,97.94
192,0.444,32.0,97.58
219,0.444,32.0,97.53
247,0.444,32.0,97.47
274,0.444,32.0,96.88
302,0.444,32.0,95.42
0,0.751,47.0,100.0
94,0.751,47.0,97.54
188,0.751,47.0,95.84
282,0.751,47.0,93.03
377,0.751,47.0,91.58
471,0.751,47.0,88.49
565,0.751,47.0,86.49
659,0.751,47.0,83.79
754,0.751,47.0,81.49
848,0.751,47.0,79.79
942,0.751,47.0,76.89
1037,0.751,47.0,74.2
0,0.444,15.9,100.0
21,0.444,15.9,100.0
42,0.444,15.9,99.47
64,0.444,15.9,100.0
85,0.444,15.9,99.04
106,0.444,15.9,99.02
128,0.444,15.9,98.53
149,0.444,15.9,99.07
170,0.444,15.9,99.27
192,0.444,15.9,97.72
213,0.444,15.9,98.02
235,0.444,15.9,98.38
0,0.39,33.0,100.0
145,0.39,33.0,98.32
290,0.39,33.0,96.65
435,0.39,33.0,95.19
580,0.39,33.0,93.34
725,0.39,33.0,90.7
871,0.39,33.0,88.56
1016,0.39,33.0,86.45
1161,0.39,33.0,85.13
1306,0.39,33.0,82.31
1451,0.39,33.0,80.68
1597,0.39,33.0,78.77
0,0.559,31.0,99.96
55,0.559,31.0,99.15
110,0.559,31.0,98.91
166,0.559,31.0,97.85
221,0.559,31.0,97.49
277,0.559,31.0,96.24
332,0.559,31.0,95.29
388,0.559,31.0,93.94
443,0.559,31.0,93.18
499,0.559,31.0,92.27
554,0.559,31.0,92.23
610,0.559,31.0,90.78
0,0.876,29.2,99.91
198,0.876,29.2,96.38
396,0.876,29.2,93.34
594,0.876,29.2,89.19
792,0.876,29.2,85.42
990,0.876,29.2,82.42
1189,0.876,29.2,78.31
1387,0.876,29.2,74.27
1585,0.876,29.2,70.72
1783,0.876,29.2,66.62
1981,0.876,29.2,62.85
2180,0.876,29.2,58.48
0,0.98,24.9,99.93
151,0.98,24.9,97.84
303,0.98,24.9,95.19
455,0.98,24.9,92.64
606,0.98,24.9,89.21
758,0.98,24.9,87.1
910,0.98,24.9,84.57
1062,0.98,24.9,81.0
1213,0.98,24.9,78.27
1365,0.98,24.9,75.2
1517,0.98,24.9,72.38
1669,0.98,24.9,70.2
0,0.469,22.4,100.0
43,0.469,22.4,99.81
87,0.469,22.4,99.88
130,0.469,22.4,98.53
174,0.469,22.4,98.26
217,0.469,22.4,97.52
261,0.469,22.4,97.33
304,0.469,22.4,96.18
348,0.469,22.4,96.56
391,0.469,22.4,95.95
435,0.469,22.4,95.32
479,0.469,22.4,94.71
0,0.489,34.1,100.0
10,0.489,34.1,100.0
20,0.489,34.1,100.0
30,0.489,34.1,99.1
41,0.489,34.1,99.3
51,0.489,34.1,99.5
61,0.489,34.1,99.19
71,0.489,34.1,98.59
82,0.489,34.1,99.07
92,0.489,34.1,98.79
102,0.489,34.1,99.33
113,0.489,34.1,98.42
0,0.86,20.1,99.64
144,0.86,20.1,98.33
289,0.86,20.1,96.39
434,0.86,20.1,93.55
579,0.86,20.1,91.73
724,0.86,20.1,89.04
868,0.86,20.1,87.27
1013,0.86,20.1,85.39
1158,0.86,20.1,82.7
1303,0.86,20.1,80.5
1448,0.86,20.1,77.92
1593,0.86,20.1,75.8
0,0.966,29.5,99.89
83,0.966,29.5,98.01
167,0.966,29.5,96.67
251,0.966,29.5,95.91
335,0.966,29.5,93.77
419,0.966,29.5,92.85
503,0.966,29.5,90.5
587,0.966,29.5,88.86
671,0.966,29.5,87.41
755,0.966,29.5,84.56
839,0.966,29.5,83.87
923,0.966,29.5,82.08
0,0.917,35.8,99.6
193,0.917,35.8,96.59
387,0.917,35.8,91.92
581,0.917,35.8,87.44
775,0.917,35.8,83.5
969,0.917,35.8,78.98
1162,0.917,35.8,75.19
1356,0.917,35.8,70.31
1550,0.917,35.8,65.77
1744,0.917,35.8,61.49
1938,0.917,35.8,57.01
2132,0.917,35.8,52.34
0,0.906,33.3,100.0
62,0.906,33.3,98.87
124,0.906,33.3,97.74
186,0.906,33.3,97.13
248,0.906,33.3,95.87
310,0.906,33.3,94.06
372,0.906,33.3,92.65
434,0.906,33.3,92.06
496,0.906,33.3,90.55
558,0.906,33.3,89.1
620,0.906,33.3,87.59
683,0.906,33.3,86.5
0,0.646,24.3,100.0
3,0.646,24.3,100.0
7,0.646,24.3,99.79
11,0.646,24.3,100.0
15,0.646,24.3,100.0
19,0.646,24.3,100.0
22,0.646,24.3,99.65
26,0.646,24.3,99.97
30,0.646,24.3,99.68
34,0.646,24.3,99.17
38,0.646,24.3,99.79
42,0.646,24.3,99.56
0,0.98,39.2,100.0
66,0.98,39.2,98.65
132,0.98,39.2,96.74
199,0.98,39.2,94.92
265,0.98,39.2,93.65
332,0.98,39.2,92.33
398,0.98,39.2,90.0
465,0.98,39.2,88.9
531,0.98,39.2,87.37
598,0.98,39.2,85.72
664,0.98,39.2,83.91
731,0.98,39.2,82.34
0,0.96,33.6,99.8
159,0.96,33.6,96.89
318,0.96,33.6,93.61
477,0.96,33.6,89.96
636,0.96,33.6,86.51
795,0.96,33.6,83.65
954,0.96,33.6,79.62
1113,0.96,33.6,75.83
1272,0.96,33.6,72.62
1431,0.96,33.6,69.07
1590,0.96,33.6,64.71
1750,0.96,33.6,61.73
0,0.806,32.2,100.0
190,0.806,32.2,97.28
381,0.806,32.2,94.28
571,0.806,32.2,90.01
762,0.806,32.2,86.17
952,0.806,32.2,82.8
1143,0.806,32.2,78.55
1333,0.806,32.2,75.06
1524,0.806,32.2,71.03
1714,0.806,32.2,67.62
1905,0.806,32.2,63.44
2096,0.806,32.2,59.59
0,0.724,28.0,99.33
96,0.724,28.0,98.14
192,0.724,28.0,96.8
288,0.724,28.0,95.41
385,0.724,28.0,94.33
481,0.724,28.0,92.74
577,0.724,28.0,91.49
673,0.724,28.0,89.82
770,0.724,28.0,88.34
866,0.724,28.0,86.6
962,0.724,28.0,84.87
1059,0.724,28.0,83.57
0,0.815,31.6,99.18
145,0.815,31.6,97.48
291,0.815,31.6,94.86
437,0.815,31.6,92.7
582,0.815,31.6,90.14
728,0.815,31.6,86.32
874,0.815,31.6,84.54
1020,0.815,31.6,80.83
1165,0.815,31.6,78.03
1311,0.815,31.6,75.5
1457,0.815,31.6,72.6
1603,0.815,31.6,69.29
0,0.767,33.8,100.0
69,0.767,33.8,98.73
139,0.767,33.8,97.65
209,0.767,33.8,96.4
278,0.767,33.8,95.75
348,0.767,33.8,92.87
418,0.767,33.8,92.23
488,0.767,33.8,91.25
557,0.767,33.8,89.57
627,0.767,33.8,88.53
697,0.767,33.8,87.24
767,0.767,33.8,85.71
0,0.662,33.4,99.84
7,0.662,33.4,99.85
15,0.662,33.4,99.79
22,0.662,33.4,99.08
30,0.662,33.4,99.73
37,0.662,33.4,99.31
45,0.662,33.4,99.79
52,0.662,33.4,99.45
60,0.662,33.4,99.53
67,0.662,33.4,98.65
75,0.662,33.4,98.75
83,0.662,33.4,98.32
0,0.523,37.8,100.0
78,0.523,37.8,98.46
157,0.523,37.8,97.47
236,0.523,37.8,96.34
315,0.523,37.8,95.29
394,0.523,37.8,93.17
473,0.523,37.8,91.9
552,0.523,37.8,91.31
631,0.523,37.8,89.12
710,0.523,37.8,88.3
789,0.523,37.8,87.16
868,0.523,37.8,85.89
0,0.624,26.4,100.0
97,0.624,26.4,98.56
194,0.624,26.4,97.5
291,0.624,26.4,96.28
388,0.624,26.4,95.39
485,0.624,26.4,93.69
582,0.624,26.4,92.45
679,0.624,26.4,90.41
776,0.624,26.4,89.03
873,0.624,26.4,87.71
970,0.624,26.4,86.32
1067,0.624,26.4,84.58
0,0.878,35.2,99.89
88,0.878,35.2,98.6
177,0.878,35.2,96.7
265,0.878,35.2,95.09
354,0.878,35.2,92.54
443,0.878,35.2,91.1
531,0.878,35.2,89.28
620,0.878,35.2,87.63
709,0.878,35.2,85.29
797,0.878,35.2,82.74
886,0.878,35.2,81.3
975,0.878,35.2,79.73
0,0.661,40.8,100.0
59,0.661,40.8,98.97
119,0.661,40.8,98.25
179,0.661,40.8,96.51
239,0.661,40.8,95.51
299,0.661,40.8,94.0
359,0.661,40.8,93.68
419,0.661,40.8,92.12
479,0.661,40.8,90.53
539,0.661,40.8,89.52
599,0.661,40.8,88.52
659,0.661,40.8,87.02
0,0.554,24.4,100.0
13,0.554,24.4,99.74
27,0.554,24.4,99.56
41,0.554,24.4,99.09
55,0.554,24.4,99.43
69,0.554,24.4,99.17
82,0.554,24.4,98.97
96,0.554,24.4,98.99
110,0.554,24.4,99.02
124,0.554,24.4,98.83
138,0.554,24.4,98.61
152,0.554,24.4,98.17
0,0.548,21.7,100.0
22,0.548,21.7,99.51
44,0.548,21.7,99.59
67,0.548,21.7,98.97
89,0.548,21.7,98.49
111,0.548,21.7,99.11
134,0.548,21.7,98.4
156,0.548,21.7,98.02
178,0.548,21.7,97.68
201,0.548,21.7,97.95
223,0.548,21.7,98.03
246,0.548,21.7,97.14
0,0.611,36.5,99.37
22,0.611,36.5,100.0
45,0.611,36.5,100.0
68,0.611,36.5,98.02
90,0.611,36.5,98.58
113,0.611,36.5,97.98
136,0.611,36.5,97.77
159,0.611,36.5,97.33
181,0.611,36.5,97.39
204,0.611,36.5,96.68
227,0.611,36.5,96.01
250,0.611,36.5,95.88
0,0.743,20.7,100.0
20,0.743,20.7,99.55
41,0.743,20.7,99.47
