mileage,vehicle_age,engine_hours,battery_health,maintenance_frequency,downtime,operating_conditions,failure
302878.2,40.0,7911.6,92.47,2,58.4,Normal,0
37143.7,37.8,1297.6,92.71,1,37.3,Severe,0
256703.4,106.6,5794.0,59.88,1,101.4,Normal,1
28814.3,85.5,948.7,71.91,5,38.9,Normal,1
262530.2,16.2,10728.8,96.56,1,44.0,Normal,0
334161.2,103.3,6965.9,66.13,3,104.7,Extreme,1
21529.6,34.3,910.2,81.69,1,25.6,Normal,0
146897.8,113.4,4110.1,53.65,2,80.4,Normal,1
45297.0,48.4,1630.2,85.33,4,37.4,Extreme,0
360567.0,23.5,9728.3,82.26,4,47.9,Severe,0
197006.2,99.8,5841.9,63.88,1,93.9,Severe,1
117835.9,21.5,3037.1,98.61,4,26.7,Normal,0
353746.1,13.1,8779.3,100.0,6,43.9,Normal,1
91757.8,51.2,2336.3,79.98,3,32.8,Normal,0
225642.7,28.1,6967.0,93.27,5,25.1,Severe,0
388516.2,108.1,13569.5,69.88,1,112.9,Severe,1
136238.6,61.2,3701.0,69.74,2,48.1,Extreme,0
440056.7,24.8,10393.8,91.94,2,77.0,Normal,1
392376.1,62.1,10289.8,80.88,5,71.5,Severe,1
229163.8,45.0,5363.8,83.22,5,39.2,Normal,0
63568.0,91.0,1682.8,73.98,5,56.4,Normal,0
183028.6,50.6,4746.2,91.1,4,57.0,Normal,0
353127.9,39.8,9020.6,79.42,5,51.0,Normal,0
431555.6,107.1,11710.5,57.3,1,120.0,Normal,1
330467.7,99.1,9175.5,71.49,3,95.3,Severe,1
212893.6,21.1,7571.2,100.0,1,48.6,Severe,1
91232.5,46.5,3000.7,80.84,2,50.3,Normal,0
48193.2,66.0,1257.1,75.04,5,43.0,Normal,0
103376.3,35.4,3601.2,95.14,1,44.9,Normal,1
28551.8,20.6,1323.1,96.52,4,17.3,Severe,0
144909.0,20.5,3358.4,92.88,5,18.0,Normal,0
153298.7,74.1,3472.5,79.95,4,67.4,Normal,0
311409.1,96.9,7047.0,67.19,4,82.2,Normal,1
162513.4,93.6,3926.6,64.8,6,67.0,Extreme,1
71779.4,84.5,2701.5,71.62,1,64.9,Severe,1
360312.5,83.7,9460.3,75.69,6,71.6,Extreme,1
240277.9,111.2,8465.3,58.61,3,85.3,Normal,1
55684.0,48.0,1284.7,83.54,5,29.5,Normal,0
202622.4,93.0,4851.5,74.51,4,76.2,Severe,0
387121.1,109.3,14590.4,67.3,1,118.7,Extreme,1
238285.2,54.8,8521.9,75.18,3,66.6,Severe,0
225589.7,6.1,8890.5,93.64,5,20.3,Severe,0
57780.6,48.3,1535.7,81.22,1,44.8,Extreme,1
298879.4,34.9,8009.0,79.75,2,65.8,Extreme,1
332075.3,113.1,7753.0,54.95,3,99.4,Severe,1
417762.6,7.9,9993.1,100.0,2,61.4,Extreme,1
149849.0,93.8,3671.7,66.13,1,83.7,Normal,1
62939.6,72.5,1725.5,68.46,2,53.3,Extreme,1
436474.2,82.6,9168.7,77.85,6,94.9,Normal,1
410433.6,9.0,12777.9,95.5,4,50.9,Normal,1
169411.7,73.5,6326.6,71.91,5,63.5,Severe,1
207469.0,29.7,7355.7,100.0,2,37.0,Normal,0
196751.3,107.9,6280.9,68.97,6,79.6,Severe,1
12700.7,47.3,726.2,80.66,4,21.5,Severe,0
49739.8,57.1,1748.6,82.22,5,26.7,Normal,0
76443.0,15.9,2493.1,87.71,6,13.7,Normal,0
13909.4,68.0,664.1,77.08,4,44.5,Normal,0
200572.0,47.9,8236.1,79.1,1,57.5,Normal,0
241549.3,118.7,5917.7,68.04,3,107.5,Severe,1
54059.5,85.1,1404.5,68.84,5,56.0,Extreme,1
48723.2,67.9,1472.3,89.59,4,35.1,Normal,0
152762.3,115.3,6383.5,63.38,1,93.7,Extreme,1
98680.5,47.9,4066.3,89.86,3,41.4,Severe,0
309749.3,73.4,12613.1,69.19,3,79.8,Normal,1
214623.3,37.6,7528.3,79.65,6,38.5,Severe,0
336595.4,104.3,13525.5,56.58,6,88.5,Extreme,1
427449.9,22.5,15000.0,92.65,2,64.1,Severe,1
155429.7,49.2,4129.4,82.83,5,31.0,Normal,0
162101.6,42.4,4762.5,85.36,2,48.5,Normal,0
315956.4,66.4,7935.8,73.75,3,68.5,Normal,0
143699.5,64.1,3022.6,81.8,3,63.2,Normal,1
343164.0,102.1,8548.3,70.55,4,105.1,Extreme,1
364054.9,89.9,13062.5,66.58,3,97.5,Normal,0
305321.0,49.1,7281.5,81.76,4,51.9,Extreme,0
169201.9,50.7,6010.2,80.29,6,38.4,Severe,0
25456.6,98.6,1041.2,60.56,6,39.7,Severe,1
136288.4,71.4,3756.9,80.84,5,42.6,Extreme,0
40035.8,87.3,1713.9,65.84,6,48.3,Normal,1
349558.9,76.2,8543.7,69.57,5,72.2,Severe,1
218405.2,62.7,8335.0,77.17,6,51.9,Extreme,0
194663.4,118.4,4610.7,57.98,3,85.5,Normal,1
61129.4,70.7,2228.7,76.75,5,34.9,Normal,0
184090.9,118.8,7186.4,62.25,1,109.5,Extreme,1
326373.9,6.2,10718.3,100.0,1,60.3,Normal,1
339651.9,39.2,8180.5,83.64,1,69.3,Normal,0
85475.3,71.9,2307.8,70.41,2,50.0,Normal,0
55827.2,49.4,1278.9,78.7,2,40.3,Severe,0
52897.5,10.6,1969.9,97.95,2,19.1,Normal,0
161020.4,104.0,5796.9,59.41,5,80.2,Normal,1
203098.4,53.8,5349.1,88.54,5,43.6,Severe,0
219623.1,37.7,6871.6,82.97,3,38.8,Normal,0
446105.5,95.9,12807.7,66.58,4,116.3,Normal,1
249560.0,78.4,7881.6,75.59,4,75.2,Normal,0
95060.2,81.8,3466.0,78.35,5,45.2,Normal,0
254454.3,65.2,6270.4,72.95,5,60.3,Normal,0
44211.3,15.3,1002.2,100.0,5,8.3,Normal,0
268587.2,110.4,6535.5,59.92,2,101.1,Normal,1
130282.6,73.3,2912.7,81.48,6,54.3,Extreme,1
68454.5,111.4,2617.7,60.13,5,57.0,Normal,1
48633.9,105.6,1578.3,56.16,2,71.0,Normal,1
320974.7,71.6,11878.7,68.67,4,79.4,Severe,1
178290.4,65.5,4157.7,82.67,5,50.2,Normal,0
296832.7,23.1,10319.4,94.81,4,36.0,Severe,0
383241.1,27.7,10618.6,86.61,6,52.0,Severe,0
265757.1,119.4,6273.4,58.91,4,97.5,Normal,1
324643.8,35.9,9570.5,88.19,3,68.2,Normal,1
248607.0,78.6,7142.9,80.14,4,75.7,Normal,1
90647.4,99.7,3379.3,51.85,2,66.3,Severe,1
436481.0,114.6,9354.9,54.98,4,120.0,Normal,1
165008.2,23.9,4070.4,92.23,4,34.4,Severe,0
433653.8,119.6,9535.4,61.97,2,120.0,Normal,1
370179.1,69.7,10160.8,82.51,4,83.2,Extreme,1
253892.8,56.2,7743.1,84.37,4,61.0,Normal,0
299738.6,67.0,11902.1,78.9,5,76.9,Normal,1
363165.0,76.9,8188.9,71.5,2,101.0,Normal,1
279601.8,105.6,7335.9,60.47,5,91.2,Severe,1
139513.9,15.4,5852.9,93.03,4,21.8,Severe,1
297130.6,57.2,9127.0,84.41,4,72.7,Extreme,1
414661.6,15.7,8935.6,95.58,5,52.2,Severe,0
23957.8,49.5,1151.9,85.16,5,24.0,Extreme,1
130009.3,98.3,3268.3,62.66,3,75.0,Extreme,1
91556.1,25.2,2244.2,89.57,3,17.9,Normal,0
276881.2,82.4,10765.6,64.55,4,77.4,Severe,1
257563.6,72.9,5480.9,75.25,1,79.0,Normal,0
92905.3,28.8,2929.3,83.14,4,23.4,Extreme,0
356356.6,22.8,7532.8,95.99,5,45.4,Normal,0
73520.7,97.5,2108.4,60.48,4,68.8,Severe,0
156395.3,58.2,3648.4,79.74,2,62.7,Extreme,1
192911.6,45.9,7345.7,74.3,2,55.2,Severe,0
268843.6,106.0,5555.1,71.29,6,84.6,Extreme,1
191507.9,116.7,4255.2,55.84,1,96.4,Extreme,1
142957.3,6.6,4451.9,89.49,5,7.3,Normal,0
399400.6,77.1,11462.8,80.17,5,83.4,Severe,1
256319.0,78.9,5306.7,73.39,4,75.1,Severe,0
357450.0,13.4,14463.7,90.37,4,49.6,Severe,0
172199.9,21.8,4200.5,88.09,2,35.9,Normal,1
73250.0,13.2,1866.3,98.26,6,0.0,Severe,0
116867.7,12.4,4129.8,95.59,2,23.8,Normal,1
319285.4,51.0,10050.5,89.34,2,75.1,Severe,1
415854.3,94.3,10490.9,64.91,4,104.1,Severe,1
29474.4,20.7,1429.6,90.91,2,14.1,Normal,0
326951.7,69.9,8148.2,69.52,6,71.2,Severe,1
253227.2,77.2,6164.5,64.12,3,80.4,Normal,1
392814.3,42.4,9180.2,89.64,5,70.4,Normal,1
425995.7,89.1,9442.2,74.73,4,106.1,Severe,1
437034.7,89.0,10904.8,70.54,1,114.0,Normal,1
97076.2,77.0,2470.7,65.93,5,47.6,Normal,1
37906.1,44.5,1264.5,86.62,5,17.6,Normal,0
195992.3,38.4,5023.3,89.06,1,46.2,Normal,0
448311.4,64.0,13228.2,71.02,6,89.4,Extreme,1
241217.7,18.3,6860.7,89.52,2,46.5,Extreme,0
301864.2,35.3,11246.5,87.08,4,47.9,Severe,1
433102.5,102.6,15000.0,61.52,5,115.4,Severe,1
149546.7,19.9,4850.0,87.95,2,31.9,Severe,0
182037.7,13.6,5645.0,94.89,3,32.9,Extreme,1
304329.4,64.1,7607.3,74.19,4,73.6,Normal,1
81364.3,106.5,2807.6,70.66,2,81.1,Normal,0
211151.7,110.6,8273.7,56.88,4,86.3,Normal,1
261277.3,97.9,8418.9,67.65,1,100.9,Normal,0
78746.7,75.9,2785.1,66.81,4,50.4,Extreme,0
144303.4,117.0,3249.6,66.52,4,79.4,Severe,1
449084.9,13.8,10058.1,98.96,3,67.7,Severe,1
282921.5,78.5,7126.6,70.49,5,62.7,Severe,1
237667.2,34.9,4943.7,85.79,5,38.0,Severe,0
134117.7,102.6,3665.9,59.05,6,55.7,Normal,1
428120.6,60.0,11571.7,80.28,4,86.2,Normal,1
104295.1,103.2,2627.3,57.58,6,59.8,Severe,1
68174.5,99.6,2508.3,66.83,5,59.3,Extreme,1
96354.4,108.9,2998.3,58.82,6,59.2,Normal,1
188136.9,95.1,7452.6,72.73,1,96.4,Severe,1
76063.4,41.9,2395.9,93.28,5,28.6,Severe,0
422443.7,84.7,9715.0,76.71,4,106.6,Extreme,1
265715.5,99.5,7207.7,70.06,4,84.5,Normal,1
134334.2,61.4,2935.6,76.3,3,57.7,Severe,0
55218.6,62.8,1545.2,74.48,4,48.1,Normal,0
207814.9,15.0,8258.1,93.17,5,31.8,Normal,0
339319.2,33.8,8727.6,89.7,6,42.3,Normal,1
356758.9,46.9,12069.1,78.06,2,76.3,Extreme,1
46116.8,24.3,1973.4,89.18,3,9.4,Normal,0
220796.9,74.9,5397.9,65.98,4,69.5,Normal,1
349675.4,30.3,11615.3,90.29,4,46.3,Severe,1
246871.0,59.3,9865.7,82.22,4,50.8,Normal,1
426540.8,64.7,8948.3,83.06,1,101.2,Normal,0
401006.7,70.9,9753.4,64.93,5,81.4,Normal,0
442537.9,8.3,13119.8,97.45,2,52.9,Severe,1
421911.6,45.6,13378.8,83.18,3,69.3,Severe,0
46834.4,73.7,1170.6,69.94,1,54.8,Normal,1
74007.3,67.8,2436.6,77.43,5,49.7,Normal,0
158874.4,88.9,4833.1,75.83,4,66.8,Normal,0
413644.5,96.2,12649.6,67.67,3,111.2,Severe,1
68627.1,87.0,2574.9,73.76,2,71.9,Severe,1
241000.4,22.6,8344.5,88.14,4,43.9,Severe,0
241123.1,59.0,7032.2,89.01,5,57.3,Normal,0
217126.7,70.5,5172.1,80.19,3,61.6,Severe,0
26117.7,31.7,866.4,88.22,6,0.4,Severe,0
294552.8,96.9,6789.6,68.52,2,105.9,Severe,1
340037.7,53.7,11984.7,83.4,1,83.6,Extreme,1
266590.6,62.6,9862.9,78.75,6,61.3,Normal,0
309648.1,24.4,9867.6,90.93,2,63.1,Severe,1
40399.9,25.4,1620.4,80.41,5,5.9,Severe,0
176873.4,41.2,3843.2,75.18,1,54.1,Extreme,1
125123.8,116.4,4097.9,55.03,5,66.3,Severe,0
70234.5,12.5,1900.2,94.49,6,10.0,Severe,0
200165.9,110.6,7433.2,51.82,1,104.6,Normal,1
396461.8,79.4,11611.7,67.94,1,99.9,Severe,1
291760.2,109.7,6578.3,68.55,2,97.3,Normal,1
437066.1,50.5,11950.5,84.94,1,84.6,Normal,0
22875.9,61.5,1137.3,77.57,3,28.0,Extreme,0
57480.8,11.9,1718.0,100.0,5,7.2,Normal,0
104234.3,95.6,2966.8,69.52,6,55.6,Normal,0
182634.0,25.5,4145.2,87.97,5,33.0,Extreme,1
168940.6,95.5,3992.0,56.5,2,89.6,Normal,1
339470.6,114.7,9584.2,71.05,5,94.2,Normal,1
234829.6,93.0,5194.9,66.6,1,89.7,Severe,1
253302.8,94.9,6871.7,72.57,1,86.3,Normal,1
125650.8,36.7,4533.5,77.77,5,32.0,Extreme,1
309794.2,77.3,7682.1,67.97,4,88.1,Severe,1
443084.9,89.0,15000.0,65.88,5,90.3,Extreme,1
173388.0,18.1,5861.9,92.16,5,30.0,Normal,0
423620.6,46.8,11852.1,84.83,3,76.7,Severe,0
401898.5,47.2,8343.3,87.5,2,81.4,Extreme,1
48734.4,13.6,1206.4,100.0,4,14.2,Extreme,0
35236.5,51.0,1032.8,82.0,2,43.6,Extreme,1
349612.8,114.1,10300.4,61.14,3,109.5,Normal,1
197640.4,26.0,4412.9,91.71,2,52.0,Normal,0
216677.9,7.5,4971.8,93.6,4,16.9,Severe,0
172124.6,106.1,4816.2,60.58,3,90.4,Normal,1
296785.9,56.6,9028.3,83.63,5,66.5,Normal,0
273868.2,110.2,7942.0,55.41,4,87.2,Normal,1
378526.5,60.0,10836.0,86.54,1,80.3,Extreme,1
88844.4,34.7,3196.4,83.46,2,24.3,Severe,0
382688.7,65.4,15000.0,81.0,1,91.0,Severe,1
179280.7,114.0,4283.4,56.43,3,80.6,Normal,0
117383.8,101.7,3590.7,69.76,1,82.0,Normal,1
246574.8,17.0,8359.3,91.54,4,31.1,Severe,0
304111.1,59.6,7780.0,75.79,4,61.1,Extreme,0
345548.8,43.3,7490.7,73.72,1,74.1,Extreme,1
163637.2,108.4,6205.9,60.09,5,76.5,Severe,0
149154.7,59.4,5437.1,81.09,3,53.8,Normal,0
358355.5,101.5,8093.3,65.86,5,104.7,Normal,0
59735.1,100.9,1913.5,70.69,6,58.8,Severe,1
107859.4,87.9,2974.3,73.1,3,71.7,Extreme,0
135574.7,41.9,3390.8,86.67,6,18.9,Severe,0
419947.8,38.3,11342.5,84.59,1,89.4,Normal,1
221887.7,107.8,4611.7,59.94,3,81.6,Severe,0
346650.3,66.7,9347.1,71.92,5,70.6,Normal,1
379620.4,114.1,9443.8,56.95,3,113.7,Normal,1
274170.8,79.7,7698.6,69.3,6,76.4,Normal,1
142296.2,31.2,3278.4,88.33,2,31.2,Severe,0
327932.7,12.1,7826.2,89.74,2,45.5,Normal,0
35043.7,114.0,966.0,60.85,3,76.7,Extreme,1
400287.6,55.6,10895.2,77.11,1,80.2,Normal,1
314275.2,59.2,11790.9,78.64,6,61.5,Severe,0
358747.1,46.5,10205.9,91.48,2,76.4,Normal,1
135763.5,96.1,3598.5,70.61,4,68.9,Normal,1
421160.2,71.1,15000.0,84.42,1,111.2,Normal,0
348601.9,10.3,7680.2,97.16,6,43.2,Extreme,0
261230.8,108.4,6049.0,60.34,6,93.0,Severe,1
30798.5,31.9,1005.5,85.17,4,18.1,Normal,0
204351.3,102.2,4877.6,70.67,4,74.3,Normal,0
406836.8,86.6,11888.4,61.49,4,94.0,Normal,1
403530.5,21.2,10122.1,93.1,1,76.1,Normal,1
422705.4,32.6,13657.5,79.2,4,75.2,Normal,1
120091.9,40.4,2935.3,81.0,5,24.6,Severe,0
387580.2,120.0,10686.3,64.42,4,115.6,Normal,1
132095.7,67.4,5585.4,81.72,3,61.9,Normal,0
169180.6,118.8,5515.2,57.63,3,81.9,Normal,1
144750.0,16.0,4884.6,91.6,3,28.4,Extreme,1
288164.1,93.5,7842.9,60.78,5,82.9,Extreme,1
203431.4,82.2,4791.2,78.83,3,75.0,Normal,0
417385.2,118.7,14208.0,54.61,5,120.0,Normal,1
53559.5,25.1,2067.3,92.97,5,20.8,Extreme,1
281892.6,6.8,11456.5,93.04,2,48.4,Normal,1
76310.4,106.1,3055.8,65.3,6,55.9,Severe,0
89432.8,41.8,3903.4,86.05,4,25.2,Normal,0
428587.3,62.5,9194.0,76.24,1,99.0,Normal,1
25471.3,10.3,892.0,100.0,6,0.0,Extreme,0
436021.9,55.2,14346.4,80.41,6,68.0,Severe,0
114180.1,63.5,2544.6,78.56,1,65.9,Severe,1
321043.8,40.3,13206.0,80.52,2,60.4,Normal,1
69121.3,43.8,2144.9,93.48,2,43.0,Extreme,0
58632.2,107.0,2139.9,60.74,5,58.4,Severe,1
417420.7,8.9,9485.4,100.0,3,52.1,Severe,0
74410.5,33.1,2326.3,88.52,5,23.0,Normal,0
111556.7,114.9,2730.7,54.93,2,92.8,Normal,1
249035.4,51.0,6004.6,82.63,4,65.6,Normal,0
234897.7,44.3,5192.1,88.09,3,62.8,Normal,0
78184.5,59.1,2197.7,82.59,6,41.0,Extreme,0
291125.4,80.4,6859.3,71.25,3,73.2,Severe,0
344066.3,22.8,10712.2,91.86,6,44.1,Severe,0
345528.1,47.5,13801.0,85.06,5,64.3,Severe,1
146461.8,107.8,4309.5,65.92,2,82.8,Normal,0
441832.3,117.2,10496.5,58.14,4,111.5,Normal,1
378737.3,84.1,11068.0,71.97,5,86.8,Severe,1
132120.6,95.9,4834.1,69.04,5,63.0,Normal,1
350528.4,13.4,12345.6,89.57,2,45.0,Severe,0
139062.7,38.1,3578.3,87.23,4,41.0,Severe,0
338656.4,10.3,12026.3,96.39,4,44.1,Extreme,1
224710.2,8.1,5131.6,93.03,6,23.6,Severe,0
350209.5,87.9,9055.0,81.35,6,74.5,Extreme,1
396883.6,119.0,15000.0,54.79,4,106.2,Normal,1
180170.9,24.5,5948.0,99.5,3,31.5,Normal,1
348210.0,71.1,10358.2,77.23,2,82.0,Severe,1
187362.7,47.8,6394.3,82.56,1,49.1,Normal,0
358360.4,42.7,9962.9,86.27,1,85.0,Severe,1
12685.0,84.3,523.8,67.71,6,38.3,Extreme,1
79178.2,52.8,3175.4,85.57,6,31.0,Severe,1
338293.7,12.3,7759.5,96.93,6,39.0,Extreme,0
260516.4,94.3,7885.0,59.89,4,83.1,Normal,1
222364.2,44.4,5495.8,81.39,2,53.8,Extreme,1
143040.9,109.5,4749.9,59.58,1,80.8,Severe,1
234822.1,64.4,4929.0,77.63,5,61.4,Normal,0
51967.7,30.0,2113.7,87.32,1,38.4,Severe,0
350054.2,48.6,10858.9,81.48,5,62.5,Severe,1
324044.1,97.1,9173.9,59.8,5,94.0,Normal,1
242520.5,110.0,5598.2,57.29,1,108.6,Extreme,1
251528.0,31.9,9311.0,92.78,3,47.1,Normal,1
210799.7,105.1,7392.1,61.83,3,92.6,Severe,1
400151.4,103.4,13911.1,63.31,1,115.1,Normal,1
300986.5,48.5,9858.8,88.06,2,73.5,Normal,0
143243.8,39.5,4225.5,91.93,1,39.8,Extreme,0
315125.1,61.4,6979.9,80.26,2,85.3,Normal,1
345537.2,24.3,7850.7,79.86,6,37.8,Normal,0
401115.9,101.6,12660.3,67.21,1,117.8,Normal,1
152263.8,12.1,5259.7,93.38,6,8.1,Extreme,0
227605.0,115.7,8748.4,58.38,2,98.8,Normal,1
363432.2,66.9,13777.5,71.66,4,82.4,Severe,1
241711.4,85.8,6784.9,74.14,1,88.6,Normal,0
52976.4,24.6,2089.8,94.15,4,24.7,Normal,0
434845.9,56.4,10451.8,83.56,1,95.3,Normal,1
10942.2,117.1,756.2,64.63,5,57.7,Normal,1
179526.2,36.2,5583.9,83.42,5,25.1,Normal,0
225171.7,65.5,5428.1,79.76,3,66.0,Severe,1
94343.3,89.1,3135.8,73.84,4,61.4,Severe,0
91887.9,94.7,2815.4,63.11,2,74.8,Severe,1
253197.6,118.8,5482.4,52.24,2,98.8,Normal,1
327941.7,83.4,10724.2,71.14,4,85.4,Extreme,1
58005.5,53.7,2363.6,85.28,3,35.7,Normal,0
32937.7,72.9,1173.7,68.87,5,41.5,Normal,0
439185.6,22.3,12284.2,91.95,5,68.2,Severe,0
148579.8,42.3,3691.5,88.06,2,39.1,Severe,0
407021.2,23.1,10664.9,91.66,5,57.0,Normal,1
164851.3,104.6,4323.5,62.29,4,76.6,Normal,1
263067.2,77.9,7006.6,74.92,2,79.1,Normal,1
75872.8,66.9,1985.9,77.84,2,61.3,Severe,1
34592.2,113.8,1432.9,62.31,4,74.5,Normal,1
205962.0,36.1,5990.6,76.63,3,53.2,Normal,0
417238.4,98.3,9671.2,68.56,4,95.7,Normal,0
232690.4,80.3,5263.3,67.83,2,76.5,Normal,1
256436.4,90.2,5579.1,73.65,4,83.3,Normal,1
421840.0,112.9,13982.7,63.64,3,117.9,Extreme,1
19652.4,79.5,917.2,71.93,6,42.6,Extreme,0
41866.1,48.8,1171.3,89.42,3,25.7,Normal,0
40720.2,27.2,2069.2,90.41,3,16.1,Normal,0
199888.7,24.5,6694.0,91.17,4,28.7,Normal,0
168011.7,18.2,6972.9,87.16,1,38.9,Normal,0
94773.4,23.6,2498.2,91.01,5,18.4,Normal,0
221576.6,101.2,8716.4,67.87,6,70.3,Normal,0
368594.6,71.3,7812.8,76.05,3,92.6,Normal,0
345141.9,13.0,8166.1,100.0,3,47.4,Normal,0
353792.2,53.5,12805.5,81.24,5,61.3,Normal,0
294823.5,6.7,6926.1,99.68,5,31.4,Normal,0
351402.9,85.0,8253.2,64.03,1,98.0,Normal,1
63852.3,107.9,1558.2,64.84,5,64.0,Normal,0
431769.3,81.5,11547.4,70.3,2,96.9,Normal,1
327301.1,41.8,11677.6,87.91,2,71.1,Severe,1
92410.6,116.1,2517.1,64.22,5,78.9,Severe,1
256726.2,39.1,5804.1,89.98,5,44.5,Normal,0
307517.2,89.3,10202.5,65.57,2,93.3,Normal,1
399005.3,115.7,10091.2,60.72,4,120.0,Normal,0
55450.3,27.1,2062.1,87.04,6,17.0,Normal,0
168817.0,55.3,5449.7,84.94,2,50.3,Normal,1
36981.0,24.4,1331.1,95.79,4,16.1,Normal,0
218904.8,95.6,6173.1,64.43,4,72.9,Normal,1
273399.2,74.6,6366.7,73.6,3,79.6,Normal,0
399941.1,65.6,14610.4,77.07,3,85.0,Severe,0
74984.9,21.0,1941.2,94.54,6,0.9,Normal,1
344631.6,8.2,8368.7,87.08,3,44.1,Normal,0
118783.7,86.5,3607.2,66.13,2,69.7,Severe,1
405258.1,89.9,8595.2,69.55,5,91.8,Extreme,1
311618.5,88.0,7714.2,74.39,5,86.8,Normal,0
170709.5,63.6,4280.2,82.67,4,51.0,Severe,0
272732.6,76.8,9791.1,75.68,1,90.0,Normal,1
45654.5,51.2,1276.3,77.69,1,37.2,Normal,0
45010.9,60.9,1382.6,82.08,4,33.0,Severe,0
362778.9,111.8,11506.7,67.82,4,98.4,Extreme,1
333656.5,57.1,11532.9,87.96,5,59.6,Severe,0
213315.2,19.4,4686.4,100.0,2,42.6,Normal,0
346038.3,6.9,7250.3,100.0,2,45.8,Extreme,0
55044.4,83.0,1545.2,74.62,6,49.6,Normal,0
53348.6,13.8,2050.9,91.8,3,9.3,Normal,0
13045.1,85.2,783.4,72.17,6,37.0,Severe,0
124269.0,43.9,2978.7,96.43,1,55.3,Severe,0
252855.6,34.9,10145.1,93.05,3,45.5,Normal,1
416363.4,112.6,8643.0,62.19,2,120.0,Extreme,1
349049.1,82.8,7706.3,68.23,1,107.7,Normal,1
177600.2,57.9,5971.8,78.17,1,72.2,Normal,1
163493.9,44.2,3720.2,82.13,1,56.8,Severe,0
266895.7,118.6,7116.9,66.96,3,103.9,Severe,1
437032.6,91.5,10936.5,66.75,3,109.7,Severe,1
284289.2,54.5,8875.1,67.66,6,55.7,Normal,1
286548.2,112.0,7282.9,63.84,3,92.7,Severe,1
414572.3,42.5,11861.5,88.51,6,71.1,Normal,1
178205.3,38.4,5492.9,84.04,2,41.1,Severe,0
293396.2,59.3,8340.0,82.57,2,78.8,Normal,1
356373.9,108.4,8515.5,59.3,4,110.0,Normal,1
219700.8,57.9,7350.8,76.78,5,60.7,Extreme,1
322710.5,65.2,8962.4,69.94,2,88.7,Extreme,1
137075.7,97.7,3020.2,70.34,3,79.6,Normal,0
280281.7,86.7,7166.4,64.88,2,89.9,Severe,1
426712.8,110.3,9503.1,67.31,4,119.7,Severe,1
133127.8,37.6,5537.5,87.27,4,24.3,Severe,0
246650.3,19.0,8256.1,90.49,3,50.1,Normal,0
172672.3,37.3,4799.8,85.68,3,46.5,Severe,1
337163.0,100.9,11013.2,58.57,4,91.8,Normal,1
60647.1,79.7,1803.9,69.61,4,43.0,Extreme,1
156480.0,69.0,4635.1,68.03,6,50.6,Severe,1
434739.4,37.5,12036.0,74.08,5,61.4,Severe,0
426923.5,76.9,8908.7,63.77,1,102.3,Severe,1
111299.1,29.0,4081.7,85.49,5,13.1,Severe,0
93359.2,113.4,2265.4,59.53,4,72.4,Normal,0
370321.0,11.4,11469.7,100.0,6,45.2,Severe,0
223846.3,113.8,6664.5,59.26,5,82.4,Normal,0
346000.0,77.4,13157.8,76.54,3,91.4,Normal,1
321646.8,92.9,7538.0,63.23,4,98.8,Severe,0
323924.9,60.1,9684.2,78.73,3,77.2,Severe,1
174748.9,7.9,4296.5,99.49,3,31.2,Extreme,0
367151.1,27.6,8865.4,86.38,3,53.8,Normal,0
17799.9,101.3,981.0,57.48,4,48.8,Normal,0
14246.2,20.2,578.2,94.73,1,10.7,Normal,0
128990.9,47.0,3808.0,89.12,2,42.2,Normal,1
330755.8,76.7,7145.1,83.24,5,75.0,Extreme,1
316861.7,30.5,12074.6,92.1,4,52.4,Normal,0
378632.5,88.7,15000.0,70.11,1,98.5,Normal,1
38446.7,92.1,1332.6,69.9,4,56.7,Normal,0
35487.5,34.9,1634.7,89.99,2,27.1,Extreme,1
417267.0,110.0,8796.7,60.07,4,104.0,Extreme,1
396403.2,88.3,11320.6,72.79,4,92.7,Severe,1
341484.2,106.0,8749.7,65.18,1,115.6,Extreme,1
405905.6,69.2,11067.2,70.18,6,69.9,Normal,1
13337.3,74.3,389.5,81.72,1,54.3,Normal,0
318189.1,107.4,9625.8,60.07,1,118.1,Normal,1
396295.1,109.2,13047.7,76.33,6,110.7,Severe,1
385038.3,96.4,8858.3,66.28,3,103.8,Normal,1
34806.6,74.5,1554.3,64.63,4,43.0,Normal,1
26572.0,118.8,827.8,63.7,6,52.9,Normal,1
417301.7,88.0,10575.3,61.12,3,101.9,Extreme,1
193243.4,9.9,7887.0,100.0,6,16.6,Severe,0
75136.6,117.6,3012.9,56.34,6,67.1,Normal,1
355229.7,16.4,8571.3,88.79,6,38.5,Severe,0
330477.5,61.0,8806.3,79.03,6,66.6,Severe,1
322973.1,64.0,11105.0,77.89,1,84.1,Normal,1
293188.1,92.8,6291.1,67.39,2,92.2,Normal,1
95422.6,103.4,2899.2,59.69,2,77.2,Extreme,1
448351.8,103.7,9879.2,62.28,1,114.9,Severe,1
272195.1,99.7,8234.2,69.09,3,91.1,Severe,1
267360.9,33.6,6195.6,93.53,4,43.1,Extreme,1
240960.4,55.5,8360.5,81.02,2,56.3,Normal,1
403891.2,62.7,15000.0,77.21,6,80.1,Severe,1
241782.3,74.3,6527.9,77.42,5,70.6,Extreme,1
205767.8,51.0,7539.1,88.5,4,59.1,Normal,0
15055.8,61.0,690.5,75.55,4,29.0,Normal,0
